episode,reward,moving_avg_reward,epsilon,loss,steps
65,13.0,22.2,1.0,0.0,13
66,26.0,20.45,1.0,0.0,26
67,33.0,21.15,1.0,0.0,33
68,24.0,21.5,1.0,0.0,24
69,43.0,22.6,1.0,0.0,43
70,20.0,21.7,1.0,0.0,20
71,50.0,22.75,1.0,0.0,50
72,14.0,22.4,1.0,0.0,14
73,25.0,23.0,1.0,0.0,25
74,22.0,23.5,1.0,0.0,22
75,18.0,23.65,1.0,0.0,18
76,38.0,24.85,1.0,0.0,38
77,10.0,24.45,1.0,0.0,10
78,18.0,24.15,1.0,0.0,18
79,14.0,24.15,1.0,0.0,14
80,11.0,22.7,1.0,0.0,11
81,19.0,22.9,1.0,0.0,19
82,15.0,22.2,1.0,0.0,15
83,18.0,22.1,1.0,0.0,18
84,8.0,21.95,1.0,0.0,8
85,39.0,23.25,1.0,0.0,39
86,18.0,22.85,1.0,0.0,18
87,16.0,22.0,1.0,0.0,16
88,81.0,24.85,1.0,0.0,81
89,37.0,24.55,1.0,0.0,37
90,21.0,24.6,1.0,0.0,21
91,20.0,23.1,1.0,0.0,20
92,29.0,23.85,1.0,0.0,29
93,18.0,23.5,1.0,0.0,18
94,38.0,24.3,1.0,0.0,38
95,22.0,24.5,1.0,0.0,22
96,14.0,23.3,1.0,0.0,14
97,26.0,24.1,1.0,0.0,26
98,11.0,23.75,1.0,0.0,11
99,26.0,24.35,1.0,0.0,26
100,30.0,25.3,1.0,0.0,30
101,24.0,25.55,1.0,0.0,24
102,13.0,25.45,1.0,0.0,13
103,27.0,25.9,1.0,0.0,27
104,15.0,26.25,1.0,0.0,15
105,62.0,27.4,1.0,0.0,62
106,14.0,27.2,1.0,0.0,14
107,21.0,27.45,1.0,0.0,21
108,16.0,24.2,1.0,0.0,16
109,22.0,23.45,1.0,0.0,22
110,24.0,23.6,1.0,0.0,24
111,13.0,23.25,1.0,0.0,13
112,14.0,22.5,1.0,0.0,14
113,12.0,22.2,1.0,0.0,12
114,33.0,21.95,1.0,0.0,33
115,16.0,21.65,1.0,0.0,16
116,17.0,21.8,1.0,0.0,17
117,19.0,21.45,1.0,0.0,19
118,20.0,21.9,1.0,0.0,20
119,35.0,22.35,1.0,0.0,35
120,19.0,21.8,1.0,0.0,19
121,17.0,21.45,1.0,0.0,17
122,11.0,21.35,1.0,0.0,11
123,12.0,20.6,1.0,0.0,12
124,14.0,20.55,1.0,0.0,14
125,17.0,18.3,1.0,0.0,17
126,21.0,18.65,1.0,0.0,21
127,30.0,19.1,1.0,0.0,30
128,13.0,18.95,1.0,0.0,13
129,13.0,18.5,1.0,0.0,13
130,24.0,18.5,1.0,0.0,24
131,26.0,19.15,1.0,0.0,26
132,20.0,19.45,1.0,0.0,20
133,40.0,20.85,1.0,0.0,40
134,15.0,19.95,1.0,0.0,15
135,43.0,21.3,1.0,0.0,43
136,18.0,21.35,1.0,0.0,18
137,32.0,22.0,1.0,0.0,32
138,63.0,24.15,1.0,0.0,63
139,12.0,23.0,1.0,0.0,12
140,46.0,24.35,1.0,0.0,46
141,33.0,25.15,1.0,0.0,33
142,18.0,25.5,1.0,0.0,18
143,21.0,25.95,1.0,0.0,21
144,49.0,27.7,1.0,0.0,49
145,13.0,27.5,1.0,0.0,13
146,19.0,27.4,1.0,0.0,19
147,38.0,27.8,1.0,0.0,38
148,44.0,29.35,1.0,0.0,44
149,13.0,29.35,1.0,0.0,13
150,20.0,29.15,1.0,0.0,20
151,54.0,30.55,1.0,0.0,54
152,15.0,30.3,1.0,0.0,15
153,13.0,28.95,1.0,0.0,13
154,16.0,29.0,1.0,0.0,16
155,16.0,27.65,1.0,0.0,16
156,18.0,27.65,1.0,0.0,18
157,22.0,27.15,1.0,0.0,22
158,17.0,24.85,1.0,0.0,17
159,43.0,26.4,1.0,0.0,43
160,30.0,25.6,1.0,0.0,30
161,22.0,25.05,1.0,0.0,22
162,14.0,24.85,1.0,0.0,14
163,21.0,24.85,1.0,0.0,21
164,20.0,23.4,1.0,0.0,20
165,36.0,24.55,1.0,0.0,36
166,14.0,24.3,1.0,0.0,14
167,17.0,23.25,1.0,0.0,17
168,30.0,22.55,1.0,0.0,30
169,15.0,22.65,1.0,0.0,15
170,25.0,22.9,1.0,0.0,25
171,34.0,21.9,1.0,0.0,34
172,28.0,22.55,1.0,0.0,28
173,23.0,23.05,1.0,0.0,23
174,14.0,22.95,1.0,0.0,14
175,29.0,23.6,1.0,0.0,29
176,47.0,25.05,1.0,0.0,47
177,12.0,24.55,1.0,0.0,12
178,12.0,24.3,1.0,0.0,12
179,16.0,22.95,1.0,0.0,16
180,18.0,22.35,1.0,0.0,18
181,15.0,22.0,1.0,0.0,15
182,15.0,22.05,1.0,0.0,15
183,18.0,21.9,1.0,0.0,18
184,10.0,21.4,1.0,0.0,10
185,15.0,20.35,1.0,0.0,15
186,10.0,20.15,1.0,0.0,10
187,27.0,20.65,1.0,0.0,27
188,52.0,21.75,1.0,0.0,52
189,13.0,21.65,1.0,0.0,13
190,41.0,22.45,1.0,0.0,41
191,31.0,22.3,1.0,0.0,31
192,11.0,21.45,1.0,0.0,11
193,33.0,21.95,1.0,0.0,33
194,13.0,21.9,1.0,0.0,13
195,23.0,21.6,1.0,0.0,23
196,23.0,20.4,1.0,0.0,23
197,15.0,20.55,1.0,0.0,15
198,17.0,20.8,1.0,0.0,17
199,68.0,23.4,1.0,0.0,68
200,12.0,23.1,1.0,0.0,12
201,21.0,23.4,1.0,0.0,21
202,16.0,23.45,1.0,0.0,16
203,12.0,23.15,1.0,0.0,12
204,9.0,23.1,1.0,0.0,9
205,28.0,23.75,1.0,0.0,28
206,24.0,24.45,1.0,0.0,24
207,20.0,24.1,1.0,0.0,20
208,20.0,22.5,1.0,0.0,20
209,16.0,22.65,1.0,0.0,16
210,15.0,21.35,1.0,0.0,15
211,14.0,20.5,1.0,0.0,14
212,28.0,21.35,1.0,0.0,28
213,11.0,20.25,1.0,0.0,11
214,26.0,20.9,1.0,0.0,26
215,15.0,20.5,1.0,0.0,15
216,40.0,21.35,1.0,0.0,40
217,16.0,21.4,1.0,0.0,16
218,19.0,21.5,1.0,0.0,19
219,13.0,18.75,1.0,0.0,13
220,25.0,19.4,1.0,0.0,25
221,14.0,19.05,1.0,0.0,14
222,14.0,18.95,1.0,0.0,14
223,14.0,19.05,1.0,0.0,14
224,21.0,19.65,1.0,0.0,21
225,18.0,19.15,1.0,0.0,18
226,11.0,18.5,1.0,0.0,11
227,15.0,18.25,1.0,0.0,15
228,16.0,18.05,1.0,0.0,16
229,16.0,18.05,1.0,0.0,16
230,19.0,18.25,1.0,0.0,19
231,52.0,20.15,1.0,0.0,52
232,15.0,19.5,1.0,0.0,15
233,22.0,20.05,1.0,0.0,22
234,19.0,19.7,1.0,0.0,19
235,26.0,20.25,1.0,0.0,26
236,14.0,18.95,1.0,0.0,14
237,31.0,19.7,1.0,0.0,31
238,19.0,19.7,1.0,0.0,19
239,51.0,21.6,1.0,0.0,51
240,33.0,22.0,1.0,0.0,33
241,15.0,22.05,1.0,0.0,15
242,29.0,22.8,1.0,0.0,29
243,27.0,23.45,1.0,0.0,27
244,15.0,23.15,1.0,0.0,15
245,40.0,24.25,1.0,0.0,40
246,24.0,24.9,1.0,0.0,24
247,13.0,24.8,1.0,0.0,13
248,18.0,24.9,1.0,0.0,18
249,25.0,25.35,1.0,0.0,25
250,21.0,25.45,1.0,0.0,21
251,14.0,23.55,1.0,0.0,14
252,22.0,23.9,1.0,0.0,22
253,28.0,24.2,1.0,0.0,28
254,17.0,24.1,1.0,0.0,17
255,9.0,23.25,1.0,0.0,9
256,37.0,24.4,1.0,0.0,37
257,13.0,23.5,1.0,0.0,13
258,12.0,23.15,1.0,0.0,12
259,14.0,21.3,1.0,0.0,14
260,11.0,20.2,1.0,0.0,11
261,27.0,20.8,1.0,0.0,27
262,18.0,20.25,1.0,0.0,18
263,40.0,20.9,1.0,0.0,40
264,30.0,21.65,1.0,0.0,30
265,17.0,20.5,1.0,0.0,17
266,14.0,20.0,1.0,0.0,14
267,26.0,20.65,1.0,0.0,26
268,9.0,20.2,1.0,0.0,9
269,16.0,19.75,1.0,0.0,16
270,13.0,19.35,1.0,0.0,13
271,14.0,19.35,1.0,0.0,14
272,28.0,19.65,1.0,0.0,28
273,23.0,19.4,1.0,0.0,23
274,21.0,19.6,1.0,0.0,21
275,19.0,20.1,1.0,0.0,19
276,14.0,18.95,1.0,0.0,14
277,68.0,21.7,1.0,0.0,68
278,31.0,22.65,1.0,0.0,31
279,10.0,22.45,1.0,0.0,10
280,13.0,22.55,1.0,0.0,13
281,11.0,21.75,1.0,0.0,11
282,25.0,22.1,1.0,0.0,25
283,23.0,21.25,1.0,0.0,23
284,17.0,20.6,1.0,0.0,17
285,32.0,21.35,1.0,0.0,32
286,10.0,21.15,1.0,0.0,10
287,44.0,22.05,1.0,0.0,44
288,10.0,22.1,1.0,0.0,10
289,16.0,22.1,1.0,0.0,16
290,14.0,22.15,1.0,0.0,14
291,25.0,22.7,1.0,0.0,25
292,24.0,22.5,1.0,0.0,24
293,31.0,22.9,1.0,0.0,31
294,28.0,23.25,1.0,0.0,28
295,31.0,23.85,1.0,0.0,31
296,27.0,24.5,1.0,0.0,27
297,17.0,21.95,1.0,0.0,17
298,24.0,21.6,1.0,0.0,24
299,15.0,21.85,1.0,0.0,15
300,10.0,21.7,1.0,0.0,10
