episode,reward,moving_avg_reward,epsilon,loss,steps
1,-138.10062760743148,-138.10062760743148,0.8841906593745332,1.65597265958786,65
2,-322.4471916015557,-230.27390960449358,0.7316129567117211,1.4538170816284595,166
3,-85.07996586204214,-181.87592835700977,0.6250528701139131,1.334478310451788,251
4,-216.6833028415872,-190.57777197815412,0.49964661964925233,1.5497732093421424,374
5,-118.93347206928519,-176.24891199638031,0.38983560453143146,1.3293660961091518,514
6,-219.10972566733813,-183.39238094153995,0.2653925084907717,1.3147116131557708,742
7,7.937555333805349,-156.0595329022049,0.18789078855944252,1.3184718716839503,965
8,-56.37005117081608,-143.59834768578133,0.10072718623793722,1.2002253692746163,1465
9,0.9182206898547829,-127.54095119959955,0.06866148892541203,0.9834517903327942,1965
10,15.932231794563641,-113.19363290018323,0.05686517811730764,0.8216730477809906,2465
11,-3.4740496771969314,-103.2191253344572,0.05252555788933755,0.7234484410881996,2965
12,49.23532891425347,-90.51458748039799,0.05092910082497563,0.6958898419141769,3465
13,47.4903114094007,-79.89882602733655,0.05034179709228396,0.6149062468409539,3965
14,19.794209379808564,-72.77789492682619,0.05012574012330345,0.6259939389824867,4465
15,28.013941411488023,-66.05843917093857,0.0500462572062937,0.5862529676556587,4965
16,45.15261460130827,-59.10774831017313,0.05001701707520148,0.5777024535536766,5465
17,-219.65714502156536,-68.55183046966678,0.05000865569307643,0.634873907946976,5803
18,-8.232090186425593,-65.2007337872645,0.05000318425153191,0.5997595486342907,6303
19,-13.584961434590227,-62.48411418975533,0.05000117142067411,0.640875341951847,6803
20,12.945190519674943,-58.712648954283814,0.05000043094158297,0.6132849783301354,7303
21,10.077338345966586,-51.30375065661391,0.05000015853454872,0.6833945801258087,7803
22,23.906809997274753,-33.98605057667238,0.05000005832160119,0.5910789048671723,8303
23,1.458438198886095,-29.65913037362597,0.05000002145531806,0.5795392074584961,8803
24,3.189520340879462,-18.665489214502642,0.05000000789297042,0.6243814269900322,9303
25,24.321714895127776,-11.502729866281992,0.05000000290366155,0.5800447694659233,9803
26,2.809615725367732,-0.40676279664670345,0.05000000106819739,0.6536728711724281,10303
27,6.0371653516347505,-0.5017822957552316,0.05000000039296786,0.5896056223511695,10803
28,38.68983515378002,4.251212020474573,0.0500000001445648,0.6178871854245662,11303
29,30.624473003277473,5.736524636145708,0.05000000005318242,0.5876642374396324,11803
30,35.60996293690709,6.720411193262879,0.05000000001956472,0.6251900143921375,12303
31,82.93799695077216,11.041013524661334,0.05000000000719746,0.5777108023762703,12803
32,20.112586279857492,9.584876392941535,0.0500000000026478,0.5599906230568886,13303
33,41.305687201577285,9.275645182550365,0.05000000000097407,0.6113138785362243,13803
34,-415.197722801214,-12.473951426500765,0.05000000000045828,0.5970980183120116,14180
35,33.767719732373095,-12.18626251045651,0.0500000000001686,0.5995190089643001,14680
36,40.5986825908925,-12.413959110977299,0.05000000000006202,0.5447048677206039,15180
37,39.358178286648965,0.536807054433417,0.05000000000002282,0.5685173169970512,15680
38,45.89469317921596,3.243146222715494,0.0500000000000084,0.5331884216964244,16180
39,-87.95087169419286,-0.4751492902646369,0.05000000000000561,0.5941616005384096,16382
40,-0.43735818384079694,-1.1442767254404242,0.050000000000002064,0.5874048572778702,16882
41,28.955504760058655,-0.2003684047358215,0.05000000000000076,0.5924998053610325,17382
42,-31.20529265359237,-2.9559735372791773,0.05000000000000028,0.5508721372485161,17882
43,-59.661057272562175,-6.011948310851592,0.05000000000000011,0.5541649221777916,18382
44,-35.539058942065395,-7.948377274998833,0.05000000000000004,0.6045278621912002,18882
45,-66.3273622733519,-12.480831133422816,0.05000000000000002,0.5389214707612991,19382
46,-102.01286994498956,-17.72195541694068,0.05000000000000001,0.5045375858593468,19580
47,1.8122973822221677,-17.93319881541131,0.05,0.5980198444128036,20080
48,53.991712277867784,-17.168104959206925,0.05,0.5358873771131039,20580
49,67.67734401016979,-15.315461408862305,0.05,0.48941774725914,21080
50,53.53257173849279,-14.41933096878302,0.05,0.5504970296025277,21580
